	Restaurant	Food restrictions	Menu	Menu Eng
93	Ravintola Kuu	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Kurpitsagnoccheja, pikkelöityä kurpitsaa ja yrttiranskankermaa : Pumpkin gnocchi with pickled pumpkin and herb crème fraîche	Mains / Pumpkin Agnocchi, pickled pumpkin and herb fraîche: Pumpkin gnocchi with pickled pumpkin and herb crème fraîche
94	Ravintola Kuu	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Päivän kalaa, paahdettua palsternakkaa ja omena-beurre blanc : Fish of the day with roasted parsnip and apple beurre blanc	Mains / fish of the day, roasted parsnips and Apple-beurre blanc: Fish of the day with roasted parsnip and apple beurre blanc
95	Ravintola Kuu	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Poron ulkofileetä, selleripyreetä, sieniä ja mustaherukkakastiketta : Reindeer fillet with celeriac puree, mushrooms and blackcurrant sauce	Mains / reindeer sirloin, celery puree, mushrooms and blackcurrant sauce : Reindeer fillet with celeriac bites, mushrooms and blackcurrant sauce
96	Ravintola Kuu	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Kahvipannacotta, konjakkimoussea ja päärynää : Coffee pannacotta with cognac mousse and pear compote	Desserts | coffee panna cotta, cognac mousse and pear: Coffee panna cotta with cognac mousse and pear compote
97	Ravintola Kuu	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Karpalo-suklaakakkua, vaniljajäätelöä ja kinuskikastiketta : Cranberry and chocolate cake with vanilla ice cream and caramel sauce	Desserts / Cranberry chocolate cake with vanilla ice cream and caramel sauce: Cranberry and chocolate cake with vanilla ice cream and caramel sauce
98	Ravintola Kuu	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Appelsiinijäätelöä, tuoretta appelsiinia ja kanelicrumblea : Orange ice cream with fresh orange and cinnamon crumble	Desserts | Orange Ice Cream with fresh orange and cinnamon crumble : Orange ice cream with fresh orange and cinnamon crumble
99	Rioni Helsinki	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | PKHALI : Assort of Spinache, Beetroot and Green Bean paste with herbs and walnuts (G* , V)	Starters / PKHALI: Assort of Spinache, Beetroot and Green Bean paste with herbs and walnuts (G* , V)
100	Rioni Helsinki	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | NIGVZIANI BADRIJANI : Eggplant rolls with walnut paste (G* , V)	Starters | NIGVZIANI BADRIJANI: Eggplant rolls with walnut paste (G*, V)
101	Rioni Helsinki	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | SALATI TBILISURI : Cucumber-tomato salad with crushed walnut (G* , V)	Starters / SALATI TBILISURI: Cucumber-tomato salad with crushed walnut (G*, V)
102	Rioni Helsinki	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | CHASHUSHULI : Rioni’s all-time classic! Beef stew with tomato and herbs (G* , L/M)	Mains / CHASHUSHULI: Rioni's all-time classic! Beef stew with tomato and herbs (G*, L / M)
103	Rioni Helsinki	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | LOBIO : Famous bean-walnut stew served with sour cabbage (V, L, G*)	Mains / LOBIO: Famous bean-walnut stew served with sour cabbage (V, L, G*)
104	Rioni Helsinki	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | MTSVADI : Rioni all-time favourite grilled pork neck (G* L/M)	Mains / MTSVADI: Rioni all-time favourite grilled pork neck (G* L / M)
105	Rioni Helsinki	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | HOUSE CHOCOLATE CAKE	Desserts / HOUSE CHOCOLATE CAKE
106	Rioni Helsinki	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | BAKLAVA WITH VANILLA ICE CREAM –	Desserts / BAKLAVA WITH VANILLA ICE CREAM –
107	John Scott's Arkadia	['Gluten-free', 'Vegan', 'Vegetarian']	Burgers | John Scott's Burger (L) : 150 g beef patty, cheddar cheese, salad, dressing, tomato and pickled red onions. Served with chips and 3 dips.	Burgers / John Scott's Burger (L) : 150g beef patty, cheddar cheese, salad, dressing, tomato and pickled red onions. Served with chips and 3 dips.
108	John Scott's Arkadia	['Gluten-free', 'Vegan', 'Vegetarian']	Burgers | Vegan Burger (Ve) : Vegan cheddar, vegan aioli, spicy tomato salsa, salad and pickled red onions. Served with chips and dip.	Burgers / Vegan Burger (Ve) : Vegan cheddar, vegan aioli, spicy tomato salsa, salad and pickled red onions. Served with chips and dip.
109	John Scott's Arkadia	['Gluten-free', 'Vegan', 'Vegetarian']	Burgers | Halloumi Burger : Fried halloumi, salad, dressing, tomato and pickled red onions. Served with chips and dip.	Burgers / Halloumi Burger: Fried halloumi, salad, dressing, tomato and pickled red onions. Served with chips and dip.
110	John Scott's Arkadia	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | John Scott's Fish & Chips (L) : Beer battered fish served with remoulade and aioli.	Mains / John Scott's Fish & Chips (L) : Beer battered fish served with remoulade and aioli.
111	John Scott's Arkadia	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Bacon Schnitzel (L) : Breaded pork served with chips, bacon and bacon mayonnaise.	Mains / Bacon Schnitzel (L) : Breaded pork served with chips, bacon and bacon mayonnaise.
112	John Scott's Arkadia	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Sirloin Steak (L, G) : 200 g beef sirloin steak, seasoned butter. Served with roasted potatoes and dip.	Mains / Sirloin Steak (L, G) : 200 g beef sirloin steak, seasoned butter. Served with roasted potatoes and dip.
113	John Scott's Arkadia	['Gluten-free', 'Vegan', 'Vegetarian']	Snacks | Nachos (G) : Served with cheddar cheese sauce and salsa.	Snacks / Nachos (G) : Served with cheddar cheese sauce and salsa.
114	John Scott's Arkadia	['Gluten-free', 'Vegan', 'Vegetarian']	Snacks | Halloumi chips with Dip (G)	Snacks / Halloumi chips with Dip (G)
115	John Scott's Arkadia	['Gluten-free', 'Vegan', 'Vegetarian']	Snacks | Gambas Pil Pil (L, G) : Pan fried prawns marinated in chili and garlic. Served with bread.	Snacks / Gambas Pil Pil (L, G) : Pan fried prawns marinated in chilli and garlic. Served with bread.
116	Ravintola Muru	['Gluten-free', 'Vegan', 'Vegetarian']	Set Menu | Vaihtuva 4 ruokalajin päivän menu	Set Menu | variable 4-course daily menu
117	Shabu House	['Gluten-free', 'Vegan', 'Vegetarian']	Lunch | Daily Lunch : Changing lunch on weekdays from 11 to 14	Lunch / Daily Lunch : Changing lunch on weeks from 11 to 14
118	Shabu House	['Gluten-free', 'Vegan', 'Vegetarian']	All you can eat | Shabu House All You Can Eat : All you can eat Korean BBQ, order as you like. The set includes salad wraps, house dips & rice (ONLY ON SUNDAY & MONDAY EVENING)	All you can eat | Shabu House all you can Eat : All you can eat Korean BBQ, order as you like. The set includes salad wraps, house dips & rice (ONLY on SUNDAY & MONDAY EVENING)
119	Shabu House	['Gluten-free', 'Vegan', 'Vegetarian']	Set Menu | Grill Menu Nichi : Check the whole menu (not available in lunch time)	Set Menu / Grill Menu Nichi: Check the whole menu (not available in lunch time)
120	Shabu House	['Gluten-free', 'Vegan', 'Vegetarian']	Set Menu | Shabu Shabu Menu Getsu : Check the whole menu (not available in lunch time)	Set Menu / Shabu Shabu Menu Getsu: Check the whole menu (not available in lunch time)
121	Shabu House	['Gluten-free', 'Vegan', 'Vegetarian']	Set Menu | Grill Menu Kin : Check the whole menu (not available in lunch time)	Set Menu / Grill Menu Kin: Check the whole menu (not available in lunch time)
122	Osteria dei Gusti	['Gluten-free', 'Vegan', 'Vegetarian']	Antipasti | Parmigiana di Melanzane (G) : Munakoiso Parmigiana (G)	Antipasti / Parmigiana di Melanzane (G): Eggplant Parmigiana (G)
123	Osteria dei Gusti	['Gluten-free', 'Vegan', 'Vegetarian']	Antipasti | Tris di Bruschette con Pomodorini Semi Secchi e Burrata : Kolmen Bruschetta, puolikuivattua tomaattia ja burrataa	Antipasti / Tris di Bruschette con Pomodorini Semi Secchi e Burrata: three Bruschetta, semi-dried tomatoes and burrata
124	Osteria dei Gusti	['Gluten-free', 'Vegan', 'Vegetarian']	Antipasti | Capollo con Burrata, Pomodorini Confit e Focaccia : Capocollo leikkelettä burrataa, kirsikkatomaatti confit ja focaccia	Antipasti / Capollo con Burrata, Pomodorini Confit e Focaccia: Capocollo charcuterie burrata, cherry tomato confit and focaccia
125	Osteria dei Gusti	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Gamberoni alla Diavola con Focaccia (L) : Jättikatkarapuja tulisessa tomaattikastikkeessa ja focaccia (L)	Mains / Gamberoni alla Diavola con Focaccia (L): King Prawns in Hot Tomato Sauce and focaccia (L)
126	Osteria dei Gusti	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Ravioli di Carne Cotta Lentamente con Crema alle Erbe e Parmigiano : Hitaasti kypsytettyä lihalla täytettyjä ravioleita ja yrtti-parmigianokreemi	Mains / Ravioli di Carne Cotta Lentamente con Crema alle Erbe e Parmigiano: slow-cooked ravioli stuffed with meat and herb parmigianocrem
127	Osteria dei Gusti	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Stringozzi alla Carbonara : Stringozzi pastaa, guancialea, pecorinoa, kananmunaa ja mustapippuria	Mains / Stringozzi alla Carbonara: Stringozzi pasta, guanciale, pecorino, egg and black pepper
128	Osteria dei Gusti	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Selezione si Gelati Artigianali : Valikoima artesaanijäätelöitä	Desserts / Selezione si Gelati Artigianali: a selection of artisan ice creams
129	Osteria dei Gusti	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Tiramisu dell'Oste : Osterian tiramisu	Desserts | Tiramisu dell'oste: osterian tiramisu
130	Lappi Ravintola	['Gluten-free', 'Vegetarian']	Starters | Valikoima Lapin Herkkuja Kahdelle : Lohitartaria, mätiä, riimiporoa, poron kuivalihaa, metsäsienisalaattia, savustettuja muikkuja, leipäjuustoa ja lakkoja	Starters / selection of Lapland delicacies for two: Salmon Tartare, Roe, rhyme reindeer, reindeer jerky, wild mushroom salad, smoked cheese, bread cheese and strikes
131	Lappi Ravintola	['Gluten-free', 'Vegetarian']	Starters | Lapin Keisarin Salaatti : Savukalaa, Romainesalaattia, leipäjuustoa ja rieskaa(Kastike sisältää anjovista)	Starters / Lappish Emperor's salad: smoked fish, romaine lettuce, bread cheese and flatbread(the sauce contains anchovies)
132	Lappi Ravintola	['Gluten-free', 'Vegetarian']	Starters | Riimiporoa : Mustikka Vinaigrette	Starters | Rhyme Reindeer : Blueberry Vinaigrette
133	Lappi Ravintola	['Gluten-free', 'Vegetarian']	Mains | Poronkäristystä : Pottumuusia ja puolukkasurvosta	Mains / reindeer shake: mashed potatoes and lingonberry puree
134	Lappi Ravintola	['Gluten-free', 'Vegetarian']	Mains | Savustettua Lohta : Sienikastiketta ja keitettyä perunaa	Mains | Smoked Salmon: Mushroom Sauce and boiled potatoes
135	Lappi Ravintola	['Gluten-free', 'Vegetarian']	Mains | Kauden Vihannes-Ohra Risotto : Friteerattua leipäjuustoa ja voikastiketta	Mains / seasonal vegetable Barley Risotto: deep-fried bread cheese and butter sauce
136	Lappi Ravintola	['Gluten-free', 'Vegetarian']	Desserts | Kanelikermassa Haudutettua Lapin leipäjuustoa	Lapland bread cheese braised in Desserts | cinnamon cream
137	Lappi Ravintola	['Gluten-free', 'Vegetarian']	Desserts | Piimälettu : Vaniljajäätelöä ja mustikka kompottia	Desserts | buttermilk: vanilla ice cream and blueberry compote
138	Lappi Ravintola	['Gluten-free', 'Vegetarian']	Desserts | Suomalainen Juusto : Mustikkahilloa	Desserts / Finnish Cheese: Blueberry Jam
139	Ravintola Kabuki	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | 鮭とアボカド SHAKE TO AVOCADO : Lohi avokado tartar	Starters | 鮭ととア shake to avocado: salmon avocado tartare
140	Ravintola Kabuki	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | 鶏の唐揚げ TORI NO KARA-AGE : Tiristettyjä broilerinpaloja, sitruunaa	Starters / 鶏のの tori no kara-age: fried chicken pieces, lemon
141	Ravintola Kabuki	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | 帆立のバター焼き HOTATE NO BUTTERYAKI : Voissa paistettuja kampasimpukoita	Starters / 帆立のーー焼き hotate no BUTTERYAKI: scallops fried in butter
142	Ravintola Kabuki	['Gluten-free', 'Vegan', 'Vegetarian']	Sushi | YASAI MORIAWASE 12KPL : Nigiri: inari, kurkku, avokado, wakame-merilevä ja green roll maki	Sushi / YASAI MORIAWASE 12PCS: Nigiri: inari, cucumber, avocado, wakame seaweed and green roll lemur
143	Ravintola Kabuki	['Gluten-free', 'Vegan', 'Vegetarian']	Sushi | TOKUBETSU MORIAWASE 14KPL : Nigiri: lohi, amaebi, yaki-shibasu, hokkigai simppukka, mäti, tako-mustekala ja Crispy salmon maki	Sushi | TOKUBETSU MORIAWASE 14PCS: Nigiri: salmon, amaebi, yaki-shibasu, hokkigai simpleton, Roe, tako octopus and Crispy salmon lemur
144	Ravintola Kabuki	['Gluten-free', 'Vegan', 'Vegetarian']	Sushi | KABUKI SPECIAL : Katkarapu, lohi, sea bass, majoneesi	Sushi / KABUKI SPECIAL: shrimp, salmon, sea bass, mayonnaise
145	Ravintola Kabuki	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | 天婦羅 TEMPURA NO MORIAWASE : Tempura-kuorrutettuja jättiravunpyrstöjä, vihanneksia, kampelaa, mustekalaa	Mains / ġ婦羅 tempura NO Moriawase : tempura-covered giant crab tails, vegetables, flounder, octopus
146	Ravintola Kabuki	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | 天婦羅うどん / 蕎麦 TEMPURA UDON / SOBA : Udon- tai soba -nuudelikeitto, tempuroitu jättikatkarapu ja kasvis	Mains / ġ婦羅うどん / 蕎麦 tempura udon / soba : UDON or soba noodle soup, tempurated Jumbo Shrimp and vegetable
147	Ravintola Kabuki	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | かつ丼 KATSUDON : Friteerattua porsaanfilettä, kananmunaa ja sipulia riisipedillä	Mains / かつ丼 katsudon: deep-fried pork fillet, egg and onion on a rice bed
148	Yeastie Boi	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Los Pollos Hermanos : Plain Bagel, crispy fried chicken, cheddar sauce, jalapeno mayo, crunchy slaw, chives, fresh jalapenos, coriander	Mains / Los Pollos Hermanos: Plain Bagel, crispy fried chicken, cheddar sauce, jalapeno mayo, crunchy slaw, chives, fresh jalapenos, coriander
149	Yeastie Boi	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Harlem Bodega : Sesame seed bagel, Finnish beef patty with onion, caremellized onion, jalapenos, melted cheddar, lettuce, tomato, coriander, chives and spicy mayo	Mains / Harlem Bodega: Sesame seed bagel, Finnish beef patty with onion, caremellized onion, jalapenos, melted cheddar, lettuce, tomato, coriander, chives and spicy mayo
150	Yeastie Boi	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Ungapatschka : Plain bagel, muhammara, tapenade, zucchini, eggplant, avocado, toasted maple walnuts	Mains | Ungapatschka: Plain bagel, muhammara, tapenade, zucchini, eggplant, avocado, toasted maple walnuts
151	Ravintola Lehtovaara	['Gluten-free', 'Vegetarian']	Starters | Blini, muikunmätiä ja smetanaa : Blini med löjrom och smetanaBlini with vendace roe and sour cream	Starters / Blini, cheese Roe and sour cream: Blini med löjrom och sourtanablini with vendace roe and sour cream
152	Ravintola Lehtovaara	['Gluten-free', 'Vegetarian']	Starters | Härkätartar, rosmariinikreemiä : Oxtartar med rosmarinkrämBeef tartare with rosemary cream	Starters / Bull tartare, Rosemary cream: Oxtartar med rosmarinkrämBeef tartare with rosemary cream
153	Ravintola Lehtovaara	['Gluten-free', 'Vegetarian']	Mains | Paahdettua siikaa, hummerivelouté : Rostad sik med hummerveloutéRoasted whitefish with lobster velouté	Mains / roasted Whitefish, lobster velouté: Rostad sik med hummerveloutéRoasted whitefish with lobster velouté
154	Ravintola Lehtovaara	['Gluten-free', 'Vegetarian']	Mains | Cœur de filet Provençale 1952 : Härän sisäfileetä, tiristettyjä valkosipuliperunoita, valkosipulivoita ja paistettuja tuoreita herkkusieniviipaleitaOxinnerfilé med friterad vitlökspotatis, vitlökssmör och stekta färska champinjonskivorTenderloin of beef with deep fried garlic potatoes, garlic butter and fried fresh mushrooms	Mains / Cœur de filet Provençale 1952: beef tenderloin, fried garlic potatoes, garlic butter and fried fresh mushroom slices oxinnerfilé med friterad vitlökspotatis, vitlöksmör och stekta färska champinjonskivorTenderloin of beef with deep fried garlic potatoes, garlic butter and fried fresh mushrooms
155	Ravintola Lehtovaara	['Gluten-free', 'Vegetarian']	Desserts | Crème brûlée, mandariinisorbettia : Crème brûlée med mandarinsorbetCrème brûlée with mandarin sorbet	Desserts | Crème brûlée, mandarin sorbet: Crème brûlée med mandarin sorbet brûlée with mandarin sorbet
156	Ravintola Lehtovaara	['Gluten-free', 'Vegetarian']	Desserts | Kahvilla maustettu maitosuklaa panna cotta, vadelmageeliä : Mjölkchokladpannacotta smaksatt med kaffe, hallongelCoffee and milk chocolate panna cotta with raspberry gel	Desserts / coffee flavoured milk chocolate panna cotta, raspberry gel: Mjölkchokladpannacotta smaksatt med kaffe, hallongelCoffee and milk chocolate panna cotta with raspberry gel
157	Winest	['Gluten-free', 'Vegan', 'Vegetarian']	Secondi Piatti | Khabidzgina : Khabidzgina on perinteinen leipä Georgian vuorilta, täytetty juustolla ja perunamuusilla Khabidzgina is a traditional bread from the Georgian Highlands, filled with cheese and mashed potatoes	Secondi Piatti | Khabidzgina: Khabidzgina is a traditional bread from the Georgian mountains, filled with cheese and mashed potatoes Khabidzgina is a traditional bread from the Georgian Highlands, filled with cheese and mashed potatoes
158	Winest	['Gluten-free', 'Vegan', 'Vegetarian']	Secondi Piatti | Chakondrili Tashmijabit : Naudanliha kypsennetty punaviinissä georgialaisilla mausteilla, korianterilla ja karpaloilla. Tarjoillaan tashmijabin kanssa, perinteinen ruokalaji Svanetista. Ruoka valmistettiin Svan-perheissä kylminä talvina lämmön ja energian tarjoamiseksi raskaan vuoristossa elämisen tueksi. Beef cooked in red wine with Georgian spices, coriander, and cranberry. Served with Tashmijabi, traditional dish from Svaneti. The dish was cooked by Svan families during cold winters to provide warmth and energy for the tough mountain life	Secondi Piatti / Chakondrili Tashmijabit : beef cooked in red wine with Georgian spices, coriander and cranberries. Served with tashmijab, a traditional dish from Svanet. The food was prepared in the Svan families during cold winters to provide heat and energy to support heavy mountain living. Beef cooked in red wine with Georgian spices, coriander, and cranberry. Served with Tashmijabi, traditional dish from Svaneti. The dish was cooked by Svan families during cold winters to provide warmth and energy for the tough mountain life
